feedback_id,merchant_id,timestamp,text,sentiment_label,category,priority,resolved
FB000255,MFACF9F743B08,2025-09-05,Integration issues caused downtime for our checkout. Reference: TKT80202,negative,features,medium,True
FB000256,M8F121CE07D74,2025-08-06,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,high,True
FB000257,MCD63A3EEC331,2025-07-08,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,medium,True
FB000258,MD53697441EF1,2025-10-19,Great experience with the checkout process. Our conversion rate improved significantly.,positive,features,low,True
FB000259,M0B1EC366924B,2025-08-11,Inquiry about new features on the roadmap.,neutral,billing,medium,True
FB000260,M47FD3C87F42F,2025-11-13,Looking for information about enterprise pricing options.,neutral,features,low,True
FB000261,M99F59C0842E8,2025-10-31,Requesting documentation for webhook implementation.,neutral,disputes,medium,True
FB000262,M50C3D7614917,2025-07-19,Transaction fees are higher than competitors. Need better rates for our volume.,negative,features,low,True
FB000263,MD827F12E35EA,2025-02-10,The dispute resolution process took too long and we lost money.,negative,features,low,True
FB000264,M01E9565CECC4,2025-05-23,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,low,True
FB000265,M17EB7ECC4C38,2025-07-20,The API integration was smooth and the documentation was very helpful. Reference: TKT18077,positive,features,medium,True
FB000266,MC8DFECE5CC68,2025-05-02,The dispute resolution process took too long and we lost money. Reference: TKT57959,negative,technical,low,True
FB000267,M934B535800B1,2025-03-24,General question about account verification process.,neutral,general,low,True
FB000268,M02E74F10E032,2025-06-11,Integration issues caused downtime for our checkout. Reference: TKT63053,negative,disputes,medium,False
FB000269,M5487315B1286,2025-06-10,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,True
FB000270,M25B2822C2F5A,2025-06-28,Need clarification on the cross-border fee structure.,neutral,features,high,True
FB000271,M1E4D36177D71,2025-02-15,General question about account verification process.,neutral,disputes,low,True
FB000272,MC559DA2BA967,2026-01-14,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,high,True
FB000273,MC042F4DB68F2,2025-10-20,Need clarification on the cross-border fee structure.,neutral,features,low,True
FB000274,M903CE9225FCA,2025-09-16,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,low,True
FB000275,M83FA5A432AE5,2025-04-05,Transaction fees are higher than competitors. Need better rates for our volume.,negative,technical,high,True
FB000276,MC410003EF13D,2025-09-23,Need clarification on the cross-border fee structure. Reference: TKT67631,neutral,account,low,True
FB000277,M297FA7777981,2025-04-14,Need clarification on the cross-border fee structure. Reference: TKT44447,neutral,general,low,True
FB000278,M7E05D6F82857,2025-04-07,PayPal has been instrumental in helping us expand internationally. Reference: TKT43543,positive,account,low,True
FB000279,MDF0AAB058CE1,2025-01-30,Funds were held for too long without clear explanation.,negative,technical,high,False
FB000280,MA89CF525E1D9,2025-01-24,Funds were held for too long without clear explanation.,negative,general,low,True
FB000281,M8E82AB7243B7,2025-05-01,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,low,True
FB000282,MDE03BEFFEED9,2025-11-23,General question about account verification process. Reference: TKT18110,neutral,general,low,True
FB000283,M2C89109D4217,2025-03-01,Need clarification on the cross-border fee structure. Reference: TKT70332,neutral,technical,low,True
FB000284,M52C518939185,2025-09-01,General question about account verification process. Reference: TKT78004,neutral,general,low,True
FB000285,M72B32A1F754B,2025-08-11,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,low,True
FB000286,MC06D06DA9666,2025-11-03,Inquiry about new features on the roadmap. Reference: TKT72727,neutral,features,high,False
FB000287,M357A6FDF7642,2025-06-01,Requesting documentation for webhook implementation. Reference: TKT87494,neutral,disputes,medium,True
FB000288,M7810CCD41BF2,2025-05-14,Transaction fees are higher than competitors. Need better rates for our volume.,negative,disputes,medium,True
FB000289,M71E09B16E21F,2025-11-27,Inquiry about new features on the roadmap.,neutral,features,medium,True
FB000290,MB427426B8ACD,2026-01-18,Need clarification on the cross-border fee structure.,neutral,disputes,low,True
FB000291,MFFEABD223DE0,2025-11-19,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,medium,False
FB000292,M2DBF21633F03,2025-09-01,Need clarification on the cross-border fee structure.,neutral,technical,low,True
FB000293,M82965D4ED815,2025-03-18,Need clarification on the cross-border fee structure. Reference: TKT46531,neutral,features,medium,True
FB000294,MBD0CC810B580,2025-05-22,Funds were held for too long without clear explanation.,negative,general,medium,True
FB000295,MB51A15F382AC,2025-04-03,The API integration was smooth and the documentation was very helpful.,positive,technical,medium,True
FB000296,M559CB990C9DF,2025-05-06,Requesting documentation for webhook implementation. Reference: TKT62105,neutral,account,medium,True
FB000297,M8C9F32E03AEB,2025-12-24,Requesting documentation for webhook implementation.,neutral,billing,low,True
FB000298,M4ABE17A1C80C,2025-12-29,Requesting documentation for webhook implementation.,neutral,general,low,True
FB000299,MFC192B0C0D27,2025-09-19,General question about account verification process.,neutral,features,high,False
FB000300,MB7087C1F4F89,2025-11-29,The new dashboard features are excellent for tracking our business metrics. Reference: TKT82204,positive,technical,low,True
FB000301,M37D097CAF129,2025-09-11,General question about account verification process.,neutral,billing,high,True
FB000302,MD2ED45A52BC0,2025-03-30,PayPal has been instrumental in helping us expand internationally.,positive,account,low,True
FB000303,M92C8C96E4C37,2025-05-15,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,True
FB000304,M83691715FDC5,2025-08-02,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,low,True
FB000305,M53C3BCE66E43,2025-04-20,Requesting documentation for webhook implementation.,neutral,general,medium,False
FB000306,M1679091C5A88,2025-12-11,Inquiry about new features on the roadmap. Reference: TKT59068,neutral,technical,low,True
FB000307,M8DB9264228DC,2025-06-12,Customer support response time needs improvement. Reference: TKT19803,negative,general,high,True
FB000308,MD68A18275455,2025-05-05,PayPal has been instrumental in helping us expand internationally. Reference: TKT26299,positive,billing,medium,True
FB000309,M8C7BBBBA95C1,2025-02-20,Customer support response time needs improvement. Reference: TKT38518,negative,billing,medium,True
FB000310,M44F683A84163,2025-06-18,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,low,True
FB000311,M1FC214004C94,2025-02-18,The API integration was smooth and the documentation was very helpful.,positive,technical,low,False
FB000312,M18EAD4C77C3F,2025-09-12,Need clarification on the cross-border fee structure.,neutral,general,low,False
FB000313,MBC7316929FE1,2025-05-12,Transaction fees are higher than competitors. Need better rates for our volume.,negative,billing,medium,True
FB000314,M63F44623DD86,2025-04-11,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,low,False
FB000315,M47FD3C87F42F,2026-01-10,Funds were held for too long without clear explanation.,negative,disputes,medium,False
FB000316,M045CF83AB072,2026-01-06,General question about account verification process.,neutral,account,low,True
FB000317,M2B6D65B9A944,2025-04-15,Customer support response time needs improvement.,negative,features,low,True
FB000318,M8D7D8EE069CB,2025-02-18,The API integration was smooth and the documentation was very helpful.,positive,account,low,True
FB000319,MEB06B9DB0601,2025-12-12,Integration issues caused downtime for our checkout.,negative,general,low,True
FB000320,M14D9E8007C9B,2025-06-02,Requesting documentation for webhook implementation. Reference: TKT81653,neutral,disputes,low,True
FB000321,M5D75B942AB4B,2025-02-24,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT79405,negative,technical,low,True
FB000322,M2D1B2A5FF364,2025-05-13,Funds were held for too long without clear explanation. Reference: TKT11558,negative,general,low,True
FB000323,MD8BF84BE3800,2025-12-01,Customer support response time needs improvement.,negative,billing,high,True
FB000324,MA591024321C5,2025-06-10,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT44151,positive,general,medium,True
FB000325,M49C0B9D84C2A,2025-12-17,Looking for information about enterprise pricing options.,neutral,technical,low,True
FB000326,M069059B7EF84,2025-04-20,General question about account verification process.,neutral,disputes,low,False
FB000327,M052335232B11,2025-01-27,General question about account verification process.,neutral,disputes,medium,True
FB000328,MFD4F21F2556D,2025-05-06,Inquiry about new features on the roadmap.,neutral,technical,low,False
FB000329,M277281AADA22,2025-11-10,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,low,False
FB000330,MDF4FE8A8BCD5,2025-10-18,Funds were held for too long without clear explanation. Reference: TKT80619,negative,technical,medium,False
FB000331,M2B6921F2C64D,2025-10-29,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,low,True
FB000332,M269D837AFADA,2025-08-01,General question about account verification process.,neutral,billing,low,False
FB000333,M978FCE5BCC4E,2025-02-02,Looking for information about enterprise pricing options.,neutral,disputes,high,True
FB000334,M98D6F58AB0DA,2025-11-04,The new dashboard features are excellent for tracking our business metrics.,positive,general,medium,True
FB000335,ME57C6B956A65,2025-05-16,The dispute resolution process took too long and we lost money.,negative,disputes,low,True
FB000336,M4B0250793549,2025-07-03,Need clarification on the cross-border fee structure.,neutral,technical,medium,True
FB000337,M07563A3FE3BB,2025-06-16,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,low,False
FB000338,M347665597CBF,2025-08-07,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,low,True
FB000339,MEECCA5B6365D,2025-09-15,Transaction fees are higher than competitors. Need better rates for our volume.,negative,billing,low,True
FB000340,MED3D2C21991E,2025-07-15,The new dashboard features are excellent for tracking our business metrics.,positive,general,medium,True
